#  program: tccheck_single,,,,
#  date: Tue Mar 13 16:39:56 2018,,,,
# ,,,,
#  [2.6,6,0.01, 1],
#  R bridge,,,,
# SIM921 in slot 7: Stanford_Research_Systems,SIM921,s/n012022,ver4.2,
#  Mux,,,,
# SIM925 in slot 6,channel 1: Stanford_Research_Systems,SIM925,s/n004463,ver1.32
#  Time, channel, temperature, resistance,
1520985688,1,260.127,1.72E+02,
1520985696,2,260.026,1.87E+02,
1520985702,3,260.017,4.08E+01,
1520985708,4,259.958,1.71E+02,
1520985716,5,259.856,3.05E+02,
1520985722,6,259.848,5.45E+01,
1520985729,1,259.788,1.55E+02,
1520985737,2,259.686,1.60E+02,
1520985743,3,259.678,3.36E+01,
1520985749,4,259.619,1.81E+02,
1520985757,5,259.517,3.08E+02,
1520985763,6,259.508,6.03E+01,
1520985769,1,259.449,1.68E+02,
1520985777,2,259.347,1.77E+02,
1520985783,3,259.329,1.55E+01,
1520985790,4,259.279,1.75E+02,
1520985796,5,259.219,3.01E+02,
1520985803,6,259.117,6.30E+01,
1520985810,1,259.109,1.83E+02,
1520985816,2,259.05,1.87E+02,
1520985823,3,258.947,2.35E+01,
1520985830,4,258.938,1.95E+02,
1520985836,5,258.879,2.86E+02,
1520985843,6,258.777,4.69E+01,
1520985851,1,258.769,1.73E+02,
1520985857,2,258.709,1.60E+02,
1520985864,3,258.607,8.33E+00,
1520985871,4,258.598,1.87E+02,
1520985877,5,258.538,5.54E+02,
1520985884,6,258.436,4.14E+01,
1520985891,1,258.428,1.68E+02,
1520985897,2,258.369,1.92E+02,
1520985904,3,258.266,4.13E+01,
1520985911,4,258.258,1.69E+02,
1520985917,5,258.198,-2.84E+03,
1520985925,6,258.096,1.03E+02,
1520985931,1,258.087,1.71E+02,
1520985937,2,258.028,1.63E+02,
1520985945,3,257.926,2.50E+01,
1520985951,4,257.916,1.81E+02,
1520985957,5,257.857,2.42E+03,
1520985965,6,257.755,1.21E+02,
1520985972,1,257.747,2.07E+02,
1520985978,2,257.687,2.15E+02,
1520985986,3,257.584,4.79E+01,
1520985992,4,257.576,1.57E+02,
1520985998,5,257.517,1.16E+03,
1520986006,6,257.413,1.57E+02,
1520986012,1,257.405,2.34E+02,
1520986018,2,257.345,1.90E+02,
1520986026,3,257.243,-4.55E+02,
1520986032,4,257.234,1.85E+02,
1520986038,5,257.175,3.99E+02,
1520986046,6,257.072,1.46E+01,
1520986052,1,257.064,1.41E+02,
1520986058,2,257.003,1.51E+02,
1520986066,3,256.9,1.95E+01,
1520986072,4,256.892,1.83E+02,
1520986078,5,256.833,2.58E+03,
1520986086,6,256.731,7.85E+01,
1520986093,1,256.722,1.44E+02,
1520986099,2,256.662,1.99E+02,
1520986107,3,256.559,1.39E+02,
1520986113,4,256.551,2.44E+02,
1520986119,5,256.491,8.21E+02,
1520986127,6,256.388,6.95E+01,
1520986133,1,256.381,1.92E+02,
1520986139,2,256.319,1.63E+02,
1520986147,3,256.218,5.52E+00,
1520986153,4,256.209,1.71E+02,
1520986159,5,256.149,1.56E+02,
1520986167,6,256.046,7.22E+01,
1520986173,1,256.029,1.83E+02,
1520986180,2,255.977,1.75E+02,
1520986186,3,255.917,2.49E+01,
1520986193,4,255.815,1.81E+02,
1520986200,5,255.806,1.62E+02,
1520986206,6,255.747,7.70E+01,
1520986214,1,255.644,2.00E+02,
1520986221,2,255.634,1.78E+02,
1520986227,3,255.574,4.42E+01,
1520986234,4,255.471,1.84E+02,
1520986241,5,255.462,1.64E+02,
1520986247,6,255.402,6.91E+01,
1520986254,1,255.3,1.72E+02,
1520986261,2,255.292,1.73E+02,
1520986267,3,255.232,4.37E+01,
1520986274,4,255.129,1.76E+02,
1520986281,5,255.121,2.29E+03,
1520986287,6,255.06,6.70E+01,
1520986295,1,254.956,1.71E+02,
1520986301,2,254.948,1.66E+02,
1520986307,3,254.888,2.64E+01,
1520986315,4,254.785,1.69E+02,
1520986321,5,254.776,6.86E+03,
1520986327,6,254.716,5.62E+01,
1520986336,1,254.613,2.51E+02,
1520986342,2,254.605,1.67E+02,
1520986348,3,254.544,-3.36E+01,
1520986356,4,254.442,2.33E+02,
1520986362,5,254.433,-8.47E+03,
1520986368,6,254.373,5.75E+01,
1520986376,1,254.27,1.78E+02,
1520986382,2,254.261,1.65E+02,
1520986388,3,254.201,1.96E+01,
1520986396,4,254.098,1.79E+02,
1520986402,5,254.089,5.79E+02,
1520986408,6,254.029,5.90E+01,
1520986416,1,253.926,1.82E+02,
1520986422,2,253.918,1.60E+02,
1520986428,3,253.857,3.96E+01,
1520986436,4,253.754,1.73E+02,
1520986442,5,253.745,-9.86E+01,
1520986448,6,253.684,7.68E+01,
1520986456,1,253.582,1.98E+02,
1520986463,2,253.573,2.03E+02,
1520986469,3,253.513,2.42E+01,
1520986477,4,253.409,1.75E+02,
1520986483,5,253.401,1.57E+03,
1520986489,6,253.34,5.08E+01,
1520986497,1,253.237,1.65E+02,
1520986503,2,253.228,1.59E+02,
1520986509,3,253.169,4.38E+01,
1520986517,4,253.065,1.63E+02,
1520986523,5,253.057,-1.32E+04,
1520986529,6,252.995,6.86E+01,
1520986537,1,252.892,1.68E+02,
1520986543,2,252.875,1.58E+02,
1520986550,3,252.824,2.48E+01,
1520986556,4,252.763,1.85E+02,
1520986563,5,252.66,-8.37E+03,
1520986570,6,252.651,5.98E+01,
1520986576,1,252.591,1.64E+02,
1520986584,2,252.487,1.63E+02,
1520986591,3,252.478,1.84E+01,
1520986597,4,252.418,1.75E+02,
1520986604,5,252.314,-9.10E+03,
1520986611,6,252.306,4.90E+01,
1520986617,1,252.245,1.60E+02,
1520986624,2,252.141,1.57E+02,
1520986631,3,252.133,2.13E+01,
1520986637,4,252.073,1.93E+02,
1520986644,5,251.969,-1.61E+04,
1520986651,6,251.96,8.14E+01,
1520986657,1,251.9,1.75E+02,
1520986665,2,251.796,1.69E+02,
1520986671,3,251.788,5.10E+01,
1520986677,4,251.727,1.60E+02,
1520986685,5,251.623,-5.98E+03,
1520986691,6,251.615,7.37E+01,
1520986698,1,251.555,1.82E+02,
1520986706,2,251.45,1.52E+02,
1520986712,3,251.441,2.68E+01,
1520986718,4,251.381,1.77E+02,
1520986726,5,251.276,4.01E+02,
1520986732,6,251.268,8.96E+01,
1520986738,1,251.208,1.43E+02,
1520986746,2,251.104,1.76E+02,
1520986752,3,251.095,3.75E+01,
1520986758,4,251.034,1.76E+02,
1520986766,5,250.93,4.80E+04,
1520986772,6,250.922,7.34E+01,
1520986778,1,250.862,1.84E+02,
1520986786,2,250.757,1.70E+02,
1520986792,3,250.748,2.68E+01,
1520986799,4,250.688,1.59E+02,
1520986807,5,250.584,7.28E+03,
1520986813,6,250.575,6.98E+01,
1520986819,1,250.514,1.59E+02,
1520986827,2,250.41,1.83E+02,
1520986833,3,250.402,8.61E+00,
1520986839,4,250.341,1.51E+02,
1520986847,5,250.237,1.63E+03,
1520986853,6,250.228,6.85E+01,
1520986859,1,250.168,1.84E+02,
1520986867,2,250.064,1.79E+02,
1520986873,3,250.046,4.00E+01,
1520986880,4,249.994,1.73E+02,
1520986886,5,249.933,8.05E+03,
1520986893,6,249.829,5.79E+01,
1520986900,1,249.82,1.88E+02,
1520986906,2,249.759,1.76E+02,
1520986913,3,249.655,3.72E+01,
1520986921,4,249.647,1.38E+02,
1520986927,5,249.587,4.18E+03,
1520986934,6,249.482,5.73E+01,
1520986941,1,249.473,1.59E+02,
1520986947,2,249.412,1.61E+02,
1520986954,3,249.308,4.72E+01,
1520986961,4,249.3,1.71E+02,
1520986967,5,249.239,1.02E+03,
1520986974,6,249.136,7.04E+01,
1520986981,1,249.126,2.02E+02,
1520986987,2,249.066,1.76E+02,
1520986993,3,249.013,2.75E+01,
1520986999,4,248.961,2.03E+02,
1520987005,5,248.909,-6.32E+03,
1520987012,6,248.857,5.65E+01,
1520987018,1,248.796,1.65E+02,
1520987026,2,248.692,1.74E+02,
1520987033,3,248.683,3.51E+01,
1520987039,4,248.622,1.91E+02,
1520987047,5,248.518,-4.66E+04,
1520987053,6,248.509,5.30E+01,
1520987059,1,248.449,1.72E+02,
1520987067,2,248.344,1.58E+02,
1520987073,3,248.335,-4.80E+01,
1520987079,4,248.275,1.74E+02,
1520987087,5,248.17,1.07E+04,
1520987093,6,248.162,5.87E+01,
1520987099,1,248.1,1.54E+02,
1520987107,2,247.996,1.61E+02,
1520987113,3,247.979,6.81E+00,
1520987120,4,247.927,1.73E+02,
1520987126,5,247.866,-5.77E+03,
1520987133,6,247.761,7.53E+01,
1520987140,1,247.753,1.84E+02,
1520987146,2,247.692,1.59E+02,
1520987153,3,247.588,-1.83E+02,
1520987161,4,247.578,1.61E+02,
1520987167,5,247.518,-1.95E+04,
1520987174,6,247.413,8.81E+01,
1520987181,1,247.405,1.74E+02,
1520987187,2,247.343,1.64E+02,
1520987194,3,247.239,-1.32E+01,
1520987201,4,247.23,1.47E+02,
1520987207,5,247.169,-1.97E+04,
1520987214,6,247.065,9.08E+01,
1520987221,1,247.056,1.81E+02,
1520987227,2,246.996,1.95E+02,
1520987234,3,246.891,2.54E+01,
1520987241,4,246.882,1.59E+02,
1520987247,5,246.821,1.75E+02,
1520987255,6,246.716,5.73E+01,
1520987261,1,246.707,1.65E+02,
1520987267,2,246.646,1.70E+02,
1520987275,3,246.541,2.59E+01,
1520987282,4,246.533,1.82E+02,
1520987288,5,246.473,1.53E+02,
1520987296,6,246.368,6.98E+01,
1520987302,1,246.358,1.78E+02,
1520987308,2,246.297,1.72E+02,
1520987316,3,246.193,2.67E+01,
1520987322,4,246.184,1.66E+02,
1520987328,5,246.123,-4.03E+04,
1520987336,6,246.019,7.84E+01,
1520987342,1,246.01,1.89E+02,
1520987348,2,245.948,1.61E+02,
1520987356,3,245.844,4.55E+01,
1520987362,4,245.835,1.55E+02,
1520987368,5,245.774,1.72E+02,
1520987376,6,245.669,5.55E+01,
1520987382,1,245.661,1.89E+02,
1520987388,2,245.6,1.74E+02,
1520987396,3,245.495,4.00E+01,
1520987403,4,245.486,1.74E+02,
1520987409,5,245.425,5.14E+04,
1520987417,6,245.321,6.93E+01,
1520987423,1,245.312,1.63E+02,
1520987429,2,245.25,1.61E+02,
1520987437,3,245.146,2.55E+01,
1520987443,4,245.137,1.61E+02,
1520987449,5,245.077,1.79E+04,
1520987457,6,244.971,5.15E+01,
1520987463,1,244.962,1.78E+02,
1520987469,2,244.902,1.70E+02,
1520987477,3,244.796,2.19E+01,
1520987483,4,244.787,1.65E+02,
1520987489,5,244.726,-1.37E+04,
1520987497,6,244.621,6.66E+01,
1520987503,1,244.604,1.72E+02,
1520987510,2,244.552,1.36E+02,
1520987516,3,244.491,1.10E+01,
1520987523,4,244.386,1.69E+02,
1520987531,5,244.377,-8.20E+03,
1520987537,6,244.314,6.47E+01,
1520987544,1,244.209,1.54E+02,
1520987551,2,244.201,1.83E+02,
1520987557,3,244.139,5.93E+01,
1520987564,4,244.035,1.88E+02,
1520987571,5,244.025,-9.14E+03,
1520987577,6,243.965,6.64E+01,
1520987584,1,243.859,1.68E+02,
1520987591,2,243.85,1.67E+02,
1520987597,3,243.79,4.05E+01,
1520987604,4,243.685,1.80E+02,
1520987611,5,243.676,1.54E+04,
1520987617,6,243.614,8.26E+01,
1520987625,1,243.509,1.73E+02,
1520987632,2,243.5,1.65E+02,
1520987638,3,243.438,3.32E+00,
1520987646,4,243.333,1.87E+02,
1520987652,5,243.324,2.77E+03,
1520987658,6,243.264,5.13E+01,
1520987666,1,243.158,1.64E+02,
1520987672,2,243.15,1.55E+02,
1520987678,3,243.088,2.87E+01,
1520987686,4,242.983,1.75E+02,
1520987692,5,242.974,1.73E+03,
1520987698,6,242.913,5.46E+01,
1520987706,1,242.807,1.76E+02,
1520987712,2,242.798,1.79E+02,
1520987718,3,242.737,4.88E+01,
1520987726,4,242.633,1.64E+02,
1520987732,5,242.623,5.10E+03,
1520987738,6,242.562,6.33E+01,
1520987746,1,242.457,1.82E+02,
1520987752,2,242.448,1.56E+02,
1520987759,3,242.387,1.66E+01,
1520987767,4,242.281,1.67E+02,
1520987773,5,242.272,1.57E+02,
1520987779,6,242.211,4.93E+01,
1520987787,1,242.105,1.70E+02,
1520987793,2,242.096,1.75E+02,
1520987799,3,242.035,3.04E+01,
1520987807,4,241.929,1.81E+02,
1520987813,5,241.921,1.86E+02,
1520987819,6,241.859,6.88E+01,
1520987827,1,241.754,1.80E+02,
1520987833,2,241.736,1.68E+02,
1520987840,3,241.683,2.37E+01,
1520987846,4,241.622,1.70E+02,
1520987853,5,241.517,1.78E+02,
1520987861,6,241.508,4.22E+01,
1520987867,1,241.446,1.72E+02,
1520987874,2,241.341,1.72E+02,
1520987881,3,241.332,2.76E+01,
1520987887,4,241.271,1.77E+02,
1520987894,5,241.165,1.82E+02,
1520987901,6,241.156,7.80E+01,
1520987907,1,241.094,1.48E+02,
1520987914,2,240.989,1.80E+02,
1520987921,3,240.98,2.85E+01,
1520987927,4,240.919,1.82E+02,
1520987934,5,240.813,1.60E+02,
1520987941,6,240.804,5.80E+01,
1520987947,1,240.744,1.62E+02,
1520987955,2,240.638,1.45E+02,
1520987961,3,240.629,3.05E+01,
1520987967,4,240.567,1.77E+02,
1520987976,5,240.461,-1.57E+04,
1520987982,6,240.453,5.98E+01,
1520987988,1,240.392,1.79E+02,
1520987996,2,240.286,1.71E+02,
1520988002,3,240.277,1.91E+01,
1520988008,4,240.216,1.80E+02,
1520988016,5,240.11,2.41E+03,
1520988022,6,240.101,9.81E+01,
1520988028,1,240.04,1.91E+02,
1520988036,2,239.934,1.60E+02,
1520988042,3,239.925,8.65E+00,
1520988048,4,239.865,1.82E+02,
1520988056,5,239.759,1.71E+02,
1520988062,6,239.749,8.76E+01,
1520988068,1,239.688,1.80E+02,
1520988076,2,239.583,1.55E+02,
1520988082,3,239.574,1.15E+01,
1520988088,4,239.511,2.02E+02,
1520988096,5,239.406,1.43E+02,
1520988103,6,239.398,6.27E+01,
1520988109,1,239.337,1.84E+02,
1520988117,2,239.231,1.63E+02,
1520988123,3,239.223,1.67E+01,
1520988129,4,239.161,1.70E+02,
1520988137,5,239.055,3.77E+02,
1520988143,6,239.045,6.49E+01,
1520988149,1,238.984,1.86E+02,
1520988157,2,238.878,1.72E+02,
1520988163,3,238.869,7.33E+01,
1520988169,4,238.809,1.79E+02,
1520988177,5,238.703,-1.14E+04,
1520988183,6,238.694,8.57E+01,
1520988189,1,238.631,1.61E+02,
1520988197,2,238.526,1.74E+02,
1520988203,3,238.508,2.85E+01,
1520988210,4,238.454,1.79E+02,
1520988216,5,238.393,-2.04E+04,
1520988223,6,238.288,7.05E+01,
1520988231,1,238.279,1.79E+02,
1520988237,2,238.217,1.69E+02,
1520988244,3,238.111,2.06E+01,
1520988251,4,238.103,1.63E+02,
1520988257,5,238.04,-7.67E+03,
1520988264,6,237.935,5.17E+01,
1520988271,1,237.926,1.62E+02,
1520988277,2,237.864,1.68E+02,
1520988284,3,237.758,1.46E+01,
1520988291,4,237.75,1.85E+02,
1520988297,5,237.688,-1.19E+04,
1520988304,6,237.581,7.18E+01,
1520988311,1,237.573,1.75E+02,
1520988317,2,237.512,1.66E+02,
1520988325,3,237.406,3.30E+01,
1520988331,4,237.397,1.55E+02,
1520988337,5,237.335,-1.77E+04,
1520988346,6,237.229,5.78E+01,
1520988352,1,237.22,1.79E+02,
1520988358,2,237.158,1.76E+02,
1520988366,3,237.052,8.38E+00,
1520988372,4,237.043,1.92E+02,
1520988378,5,236.982,4.35E+02,
1520988386,6,236.876,4.15E+01,
1520988392,1,236.867,1.86E+02,
1520988398,2,236.805,1.55E+02,
1520988406,3,236.699,1.84E+01,
1520988412,4,236.691,1.67E+02,
1520988418,5,236.629,-7.69E+03,
1520988426,6,236.523,5.98E+01,
1520988432,1,236.514,1.75E+02,
1520988438,2,236.452,1.53E+02,
1520988446,3,236.347,3.77E+01,
1520988452,4,236.338,1.64E+02,
1520988458,5,236.275,-7.84E+03,
1520988466,6,236.17,5.63E+01,
1520988473,1,236.161,1.63E+02,
1520988479,2,236.099,1.37E+02,
1520988487,3,235.994,2.75E+01,
1520988493,4,235.984,1.74E+02,
1520988499,5,235.923,-1.35E+04,
1520988507,6,235.816,5.15E+01,
1520988513,1,235.807,1.59E+02,
1520988519,2,235.745,1.69E+02,
1520988527,3,235.639,5.51E+01,
1520988533,4,235.63,1.62E+02,
1520988539,5,235.568,-7.20E+03,
1520988547,6,235.462,6.40E+01,
1520988553,1,235.453,1.67E+02,
1520988559,2,235.391,1.68E+02,
1520988567,3,235.285,1.76E+01,
1520988573,4,235.268,1.64E+02,
1520988580,5,235.215,-1.30E+04,
1520988587,6,235.153,6.89E+01,
1520988594,1,235.047,1.70E+02,
1520988601,2,235.038,1.62E+02,
1520988607,3,234.976,6.16E+01,
1520988614,4,234.87,1.63E+02,
1520988621,5,234.861,-9.34E+03,
1520988627,6,234.798,6.10E+01,
1520988634,1,234.692,1.42E+02,
1520988641,2,234.684,1.70E+02,
1520988647,3,234.621,3.47E+01,
1520988654,4,234.516,1.76E+02,
1520988661,5,234.506,-1.14E+04,
1520988667,6,234.445,6.56E+01,
1520988674,1,234.338,1.75E+02,
1520988681,2,234.33,1.71E+02,
1520988687,3,234.267,3.65E+01,
1520988696,4,234.162,1.73E+02,
1520988702,5,234.152,-7.19E+03,
1520988708,6,234.09,5.70E+01,
1520988716,1,233.985,1.98E+02,
1520988722,2,233.975,1.84E+02,
1520988728,3,233.914,1.27E+01,
1520988736,4,233.807,2.13E+02,
1520988742,5,233.799,-1.07E+04,
1520988748,6,233.736,1.02E+02,
1520988756,1,233.629,1.71E+02,
1520988762,2,233.621,1.78E+02,
1520988768,3,233.559,1.70E+01,
1520988776,4,233.452,1.52E+02,
1520988782,5,233.443,-1.26E+04,
1520988788,6,233.382,6.10E+01,
1520988796,1,233.275,1.69E+02,
1520988802,2,233.266,1.59E+02,
1520988808,3,233.204,2.26E+01,
1520988817,4,233.098,1.68E+02,
1520988823,5,233.09,-2.97E+04,
1520988829,6,233.028,6.11E+01,
1520988837,1,232.92,1.75E+02,
1520988843,2,232.911,1.59E+02,
1520988849,3,232.849,1.99E+01,
1520988857,4,232.743,2.15E+02,
1520988863,5,232.733,-9.59E+03,
1520988869,6,232.672,6.40E+01,
1520988877,1,232.566,1.70E+02,
1520988883,2,232.557,1.76E+02,
1520988889,3,232.494,4.43E+01,
1520988897,4,232.388,1.89E+02,
1520988903,5,232.379,-1.03E+04,
1520988909,6,232.318,7.64E+01,
1520988917,1,232.212,1.80E+02,
1520988923,2,232.203,1.64E+02,
1520988929,3,232.14,2.31E+01,
1520988938,4,232.033,1.90E+02,
1520988944,5,232.016,-9.14E+03,
1520988951,6,231.962,5.10E+01,
1520988957,1,231.901,1.85E+02,
1520988964,2,231.794,1.70E+02,
1520988971,3,231.786,2.24E+01,
1520988977,4,231.723,1.66E+02,
1520988984,5,231.617,-1.08E+04,
1520988991,6,231.608,6.93E+01,
1520988997,1,231.546,1.61E+02,
1520989004,2,231.439,1.63E+02,
1520989011,3,231.43,5.22E+01,
1520989017,4,231.368,1.90E+02,
1520989024,5,231.261,-1.54E+04,
1520989031,6,231.252,6.20E+01,
1520989037,1,231.191,1.86E+02,
1520989044,2,231.084,1.61E+02,
1520989051,3,231.075,2.43E+01,
1520989058,4,231.012,1.57E+02,
1520989066,5,230.906,-4.04E+03,
1520989072,6,230.897,9.04E+01,
1520989078,1,230.836,1.54E+02,
1520989086,2,230.729,1.62E+02,
1520989092,3,230.72,2.67E+01,
1520989098,4,230.657,1.69E+02,
1520989106,5,230.551,4.76E+03,
1520989112,6,230.542,5.22E+01,
1520989118,1,230.479,1.74E+02,
1520989126,2,230.372,1.30E+02,
1520989132,3,230.363,2.22E+01,
1520989138,4,230.302,1.58E+02,
1520989146,5,230.195,1.74E+02,
1520989152,6,230.186,6.43E+01,
1520989158,1,230.124,1.51E+02,
1520989166,2,230.017,1.50E+02,
1520989173,3,230.008,1.57E+01,
1520989179,4,229.946,1.61E+02,
1520989187,5,229.839,1.77E+02,
1520989193,6,229.83,5.06E+01,
1520989199,1,229.769,1.72E+02,
1520989207,2,229.662,1.83E+02,
1520989213,3,229.653,2.44E+01,
1520989219,4,229.59,2.06E+02,
1520989227,5,229.484,1.66E+02,
1520989233,6,229.475,8.30E+01,
1520989239,1,229.412,1.78E+02,
1520989247,2,229.305,1.70E+02,
1520989253,3,229.297,1.68E+01,
1520989259,4,229.234,1.80E+02,
1520989267,5,229.128,1.72E+02,
1520989273,6,229.119,6.47E+01,
1520989279,1,229.056,1.74E+02,
1520989288,2,228.949,1.70E+02,
1520989294,3,228.931,2.33E+01,
1520989301,4,228.878,2.08E+02,
1520989307,5,228.816,1.70E+02,
1520989314,6,228.709,5.60E+01,
1520989321,1,228.701,1.90E+02,
1520989327,2,228.638,1.62E+02,
1520989334,3,228.531,4.32E+01,
1520989341,4,228.522,1.63E+02,
1520989347,5,228.46,5.67E+02,
1520989354,6,228.353,5.54E+01,
1520989361,1,228.345,1.76E+02,
1520989367,2,228.282,1.50E+02,
1520989374,3,228.175,7.09E+01,
1520989381,4,228.166,1.56E+02,
1520989387,5,228.103,3.15E+02,
1520989394,6,227.997,4.53E+01,
1520989402,1,227.988,1.77E+02,
1520989408,2,227.926,1.65E+02,
1520989416,3,227.819,1.58E+01,
1520989422,4,227.811,1.63E+02,
1520989428,5,227.747,1.49E+02,
1520989436,6,227.641,6.89E+01,
1520989442,1,227.632,1.65E+02,
1520989448,2,227.569,1.70E+02,
1520989456,3,227.463,1.47E+01,
1520989462,4,227.454,1.73E+02,
1520989468,5,227.392,2.02E+03,
1520989476,6,227.285,6.82E+01,
1520989482,1,227.276,1.89E+02,
1520989488,2,227.214,1.69E+02,
1520989496,3,227.107,1.63E+01,
1520989502,4,227.098,1.75E+02,
1520989508,5,227.034,7.69E+02,
1520989516,6,226.928,6.99E+01,
1520989522,1,226.919,1.52E+02,
1520989529,2,226.857,1.66E+02,
1520989537,3,226.75,2.37E+00,
1520989543,4,226.741,1.70E+02,
1520989549,5,226.677,1.70E+02,
1520989557,6,226.571,7.04E+01,
1520989563,1,226.563,1.84E+02,
1520989569,2,226.5,1.62E+02,
1520989577,3,226.392,7.58E+01,
1520989583,4,226.384,1.69E+02,
1520989589,5,226.322,1.47E+03,
1520989597,6,226.215,4.30E+01,
1520989603,1,226.206,1.49E+02,
1520989609,2,226.143,1.62E+02,
1520989617,3,226.036,2.24E+01,
1520989623,4,226.027,1.77E+02,
1520989629,5,225.965,4.52E+02,
1520989637,6,225.858,5.58E+01,
1520989643,1,225.849,1.83E+02,
1520989649,2,225.787,1.74E+02,
1520989658,3,225.68,2.31E+01,
1520989664,4,225.661,1.68E+02,
1520989671,5,225.608,1.53E+03,
1520989677,6,225.545,7.52E+01,
1520989684,1,225.438,1.72E+02,
1520989691,2,225.43,1.61E+02,
1520989697,3,225.367,3.22E+01,
1520989704,4,225.26,1.70E+02,
1520989711,5,225.25,-2.33E+02,
1520989717,6,225.189,6.46E+01,
1520989724,1,225.081,1.92E+02,
1520989731,2,225.073,1.68E+02,
1520989737,3,225.01,3.16E+01,
1520989744,4,224.903,1.76E+02,
1520989751,5,224.894,4.97E+03,
1520989757,6,224.832,6.19E+01,
1520989764,1,224.724,1.61E+02,
1520989771,2,224.715,1.76E+02,
1520989778,3,224.653,2.73E+01,
1520989786,4,224.546,1.81E+02,
1520989792,5,224.537,2.01E+03,
1520989798,6,224.474,4.68E+01,
1520989806,1,224.367,1.84E+02,
1520989812,2,224.358,1.71E+02,
1520989818,3,224.295,2.65E+01,
1520989826,4,224.188,1.66E+02,
1520989832,5,224.179,2.50E+03,
1520989838,6,224.116,6.63E+01,
1520989846,1,224.009,1.72E+02,
1520989852,2,224,1.76E+02,
1520989858,3,223.938,2.51E+01,
1520989866,4,223.83,1.54E+02,
1520989872,5,223.821,1.84E+03,
1520989878,6,223.758,5.51E+01,
1520989887,1,223.651,1.67E+02,
1520989893,2,223.642,1.75E+02,
1520989899,3,223.579,1.96E+01,
1520989907,4,223.472,1.72E+02,
1520989913,5,223.463,7.84E+02,
1520989919,6,223.401,7.24E+01,
1520989927,1,223.294,1.83E+02,
1520989933,2,223.285,1.72E+02,
1520989939,3,223.222,4.58E+01,
1520989947,4,223.114,2.02E+02,
1520989953,5,223.105,6.72E+02,
1520989959,6,223.042,8.14E+01,
1520989967,1,222.936,1.64E+02,
1520989973,2,222.926,1.60E+02,
1520989979,3,222.864,2.25E+01,
1520989987,4,222.756,1.77E+02,
1520989993,5,222.747,-4.15E+02,
1520990000,6,222.684,5.22E+01,
1520990008,1,222.577,1.68E+02,
1520990014,2,222.56,1.74E+02,
1520990021,3,222.507,1.52E+01,
1520990027,4,222.444,1.72E+02,
1520990034,5,222.336,1.04E+02,
1520990041,6,222.327,3.28E+01,
1520990047,1,222.264,1.68E+02,
1520990054,2,222.157,2.08E+02,
1520990061,3,222.148,1.99E+01,
1520990067,4,222.085,1.69E+02,
1520990074,5,221.978,2.54E+03,
1520990081,6,221.967,7.46E+01,
1520990087,1,221.906,2.11E+02,
1520990094,2,221.799,1.88E+02,
1520990101,3,221.79,4.60E+01,
1520990107,4,221.727,1.87E+02,
1520990114,5,221.619,6.86E+03,
1520990122,6,221.611,6.34E+01,
1520990128,1,221.548,1.94E+02,
1520990136,2,221.441,1.51E+02,
1520990142,3,221.431,3.38E+01,
1520990148,4,221.369,1.57E+02,
1520990156,5,221.259,2.38E+03,
1520990162,6,221.251,6.20E+01,
1520990168,1,221.188,2.37E+02,
1520990176,2,221.081,1.68E+02,
1520990182,3,221.072,3.04E+01,
1520990188,4,221.01,1.58E+02,
1520990196,5,220.901,1.34E+03,
1520990202,6,220.892,6.25E+01,
1520990208,1,220.83,1.72E+02,
1520990216,2,220.722,1.79E+02,
1520990222,3,220.713,3.33E+01,
1520990229,4,220.65,1.65E+02,
1520990237,5,220.542,1.81E+02,
1520990243,6,220.533,6.33E+01,
1520990249,1,220.47,1.65E+02,
1520990257,2,220.363,1.58E+02,
1520990263,3,220.354,2.66E+01,
1520990269,4,220.291,1.61E+02,
1520990277,5,220.184,4.14E+02,
1520990283,6,220.175,5.81E+01,
1520990289,1,220.112,1.80E+02,
1520990297,2,220.004,1.82E+02,
1520990303,3,219.995,1.96E+01,
1520990309,4,219.933,1.87E+02,
1520990317,5,219.825,1.59E+03,
1520990323,6,219.815,2.05E+02,
1520990329,1,219.753,1.84E+02,
1520990337,2,219.645,1.79E+02,
1520990343,3,219.637,2.34E+01,
1520990350,4,219.573,1.99E+02,
1520990358,5,219.466,4.38E+03,
1520990364,6,219.457,5.64E+01,
1520990370,1,219.394,1.57E+02,
1520990378,2,219.286,1.75E+02,
1520990384,3,219.269,1.06E+01,
1520990391,4,219.215,1.72E+02,
1520990397,5,219.152,1.19E+03,
1520990404,6,219.045,7.97E+01,
1520990411,1,219.035,1.94E+02,
1520990417,2,218.972,1.70E+02,
1520990424,3,218.864,3.27E+01,
1520990431,4,218.855,1.84E+02,
1520990437,5,218.793,-8.40E+02,
1520990444,6,218.685,5.99E+01,
1520990451,1,218.677,1.66E+02,
1520990457,2,218.613,1.75E+02,
1520990464,3,218.505,6.78E+01,
1520990472,4,218.497,1.75E+02,
1520990478,5,218.434,1.69E+02,
1520990486,6,218.325,6.71E+01,
1520990492,1,218.317,1.82E+02,
1520990498,2,218.253,1.63E+02,
1520990506,3,218.146,2.43E+01,
1520990512,4,218.137,1.75E+02,
1520990518,5,218.074,5.37E+02,
1520990526,6,217.967,5.35E+01,
1520990532,1,217.958,1.80E+02,
1520990538,2,217.894,1.73E+02,
1520990546,3,217.787,5.29E+01,
1520990552,4,217.777,1.66E+02,
